player,name_key,matches,runs,balls_faced,fours,sixes,innings_batted,dismissals,ducks,low_score_le_5,score_25_plus,score_40_plus,score_60_plus,score_80_plus,score_100_plus,balls_bowled,runs_conceded,wickets,dot_balls,maidens,wides,no_balls,bowled_lbw_wickets,wickets_2_plus,wickets_3_plus,wickets_4_plus,wickets_5_plus,wickets_6_plus,catches,stumpings,runouts,two_catch_games
SD Patel,sd patel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,37,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Mangesh Yadav,mangesh yadav,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,38,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0
KB Fuletra,kb fuletra,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AH Thakral,ah thakral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,21,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Naveen Kumar Singh,naveen kumar singh,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NK Kanwar,nk kanwar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AK Yadav,ak yadav,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PP Hinge,pp hinge,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CH Gandhi,ch gandhi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Aravinddaraj,a aravinddaraj,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H Sharma,h sharma,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nawaz Khan,nawaz khan,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jainath Mansingh,jainath mansingh,1,0,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS Sargun,gs sargun,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arjit Pannu,arjit pannu,1,0,6,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amarjeet Sharma,amarjeet sharma,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AG Rao,ag rao,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
V Bhardwaj,v bhardwaj,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PM Datey,pm datey,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MK Mahrour,mk mahrour,1,0,5,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP Udeshi,sp udeshi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SS Hossain,ss hossain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,30,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
Sali Samson,sali samson,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,25,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Y Chudasama,y chudasama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
VA Arora,va arora,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
R Ragavan,r ragavan,1,0,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P Thamaraikannan,p thamaraikannan,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mukesh Kumar,mukesh kumar,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mohamed Safeequddin,mohamed safeequddin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mayank Yadav,mayank yadav,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mayank Rawat,mayank rawat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK Debnath,ak debnath,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CK Paul,ck paul,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DB Patel,db patel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,45,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Harsh Tyagi,harsh tyagi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RS Golada,rs golada,1,0,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RS Harikant,rs harikant,1,0,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VY Sharma,vy sharma,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TK Kotian,tk kotian,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jassinder Singh,jassinder singh,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hemant Kumar,hemant kumar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,45,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
